@RELATION pacman-data-training


   @ATTRIBUTE posicionpacmanx NUMERIC
   @ATTRIBUTE posicionpacmany NUMERIC
   @ATTRIBUTE fantasmasvivos NUMERIC
   @ATTRIBUTE distanciafantasma1 NUMERIC
   @ATTRIBUTE distanciafantasma2 NUMERIC
   @ATTRIBUTE distanciafantasma3 NUMERIC
   @ATTRIBUTE distanciafantasma4 NUMERIC
   @ATTRIBUTE numerocomidas NUMERIC
   @ATTRIBUTE distanciacomidamascercana NUMERIC
   @ATTRIBUTE score NUMERIC
   @ATTRIBUTE scoreSiguiente NUMERIC
   @ATTRIBUTE movimiento {North,South,East,West,Stop}

   @data
20,15,4,12,12,11,11,0,100,-20,-21,West
19,15,4,10,10,10,10,0,100,-21,-22,West
19,16,4,8,8,10,10,0,100,-22,-23,North
19,17,4,6,6,8,8,0,100,-23,-24,North
18,17,4,6,6,6,6,0,100,-24,-25,West
17,17,4,4,4,4,4,0,100,-25,-26,West
16,17,4,4,4,4,4,0,100,-26,-27,West
15,17,4,4,4,2,2,0,100,-27,172,West
15,18,3,100,100,4,4,0,100,172,171,North
15,17,3,100,100,3,3,0,100,171,170,South
14,17,3,100,100,3,3,0,100,170,169,West
14,16,3,100,100,4,4,0,100,169,368,South
14,15,2,100,100,100,100,0,100,368,367,South
14,16,2,100,100,100,100,0,100,367,366,North
14,15,2,100,100,100,100,0,100,366,365,South
13,15,1,100,100,100,100,0,100,565,564,West
13,16,1,100,100,100,100,0,100,564,563,North
13,17,1,100,100,100,100,0,100,563,562,North
12,17,1,100,100,100,100,0,100,562,561,West
11,17,1,100,100,100,100,0,100,561,560,West
10,17,1,100,100,100,100,0,100,560,759,West
13,10,4,14,14,18,18,0,100,-1,-2,East
13,9,4,12,12,18,18,0,100,-2,-3,South
13,8,4,11,11,18,18,0,100,-3,-4,South
14,8,4,12,12,18,18,0,100,-4,-5,East
14,7,4,14,14,18,18,0,100,-5,-6,South
14,6,4,14,14,20,20,0,100,-6,193,South
14,5,3,100,100,21,21,0,100,193,192,South
14,4,3,100,100,22,22,0,100,192,191,South
14,3,3,100,100,24,24,0,100,191,190,South
13,3,3,100,100,25,25,0,100,190,189,West
12,3,3,100,100,25,25,0,100,189,188,West
11,3,3,100,100,26,26,0,100,188,187,West
10,3,3,100,100,27,27,0,100,187,186,West
9,3,3,100,100,26,26,0,100,186,185,West
8,3,3,100,100,26,26,0,100,185,184,West
7,3,3,100,100,24,24,0,100,184,183,West
7,4,3,100,100,24,24,0,100,183,382,North
6,4,2,100,100,100,100,0,100,382,381,West
6,5,2,100,100,100,100,0,100,381,380,North
6,6,2,100,100,100,100,0,100,380,379,North
5,6,2,100,100,100,100,0,100,379,378,West
4,6,2,100,100,100,100,0,100,378,377,West
4,7,2,100,100,100,100,0,100,377,376,North
4,8,2,100,100,100,100,0,100,376,375,North
4,9,2,100,100,100,100,0,100,375,374,North
4,10,2,100,100,100,100,0,100,374,373,North
3,10,2,100,100,100,100,0,100,373,372,West
3,11,2,100,100,100,100,0,100,372,371,North
3,12,2,100,100,100,100,0,100,371,370,North
3,13,2,100,100,100,100,0,100,370,369,North
3,14,2,100,100,100,100,0,100,369,368,North
4,14,2,100,100,100,100,0,100,368,367,East
5,14,2,100,100,100,100,0,100,367,366,East
6,14,2,100,100,100,100,0,100,366,365,East
7,14,2,100,100,100,100,0,100,365,564,East
8,14,1,100,100,100,100,0,100,564,563,East
8,13,1,100,100,100,100,0,100,563,562,South
8,12,1,100,100,100,100,0,100,562,561,South
9,12,1,100,100,100,100,0,100,561,560,East
10,12,1,100,100,100,100,0,100,560,759,East
1,4,4,6,6,6,6,5,3,-1,-2,North
1,5,4,4,4,4,4,5,2,-2,-3,North
1,6,4,2,2,2,2,5,1,-3,96,North
1,7,3,100,100,2,2,4,2,296,295,North
2,7,3,100,100,2,2,4,3,295,294,East
2,6,3,100,100,2,2,4,2,294,293,South
3,6,3,100,100,2,2,4,1,293,392,East
3,5,3,100,100,1,1,3,2,392,591,South
4,5,2,100,100,100,100,3,3,591,590,East
4,6,2,100,100,100,100,3,4,590,589,North
4,7,2,100,100,100,100,3,3,589,588,North
4,8,2,100,100,100,100,3,2,588,587,North
4,9,2,100,100,100,100,3,1,587,686,North
3,9,2,100,100,100,100,2,2,686,685,West
3,10,2,100,100,100,100,2,3,685,684,North
3,9,2,100,100,100,100,2,2,684,883,South
2,9,1,100,100,100,100,2,1,883,882,West
3,9,1,100,100,100,100,2,2,882,881,East
3,10,1,100,100,100,100,2,3,881,880,North
4,10,1,100,100,100,100,2,4,880,1079,East
1,5,4,7,7,7,7,0,100,-1,-2,South
1,4,4,5,5,9,9,0,100,-2,-3,South
1,3,4,3,3,10,10,0,100,-3,-4,South
2,3,4,2,2,8,8,0,100,-4,-5,East
3,3,3,100,100,7,7,0,100,195,194,East
3,4,3,100,100,7,7,0,100,194,193,North
4,4,3,100,100,6,6,0,100,193,192,East
5,4,3,100,100,4,4,0,100,192,191,East
6,4,3,100,100,2,2,0,100,191,190,East
7,4,3,100,100,2,2,0,100,190,189,East
7,5,3,100,100,1,1,0,100,189,388,North
7,6,2,100,100,100,100,0,100,388,387,North
7,5,2,100,100,100,100,0,100,387,386,South
7,4,2,100,100,100,100,0,100,386,385,South
7,3,2,100,100,100,100,0,100,385,384,South
8,3,2,100,100,100,100,0,100,384,383,East
9,3,2,100,100,100,100,0,100,383,382,East
10,3,2,100,100,100,100,0,100,382,381,East
11,3,1,100,100,100,100,0,100,581,580,East
11,4,1,100,100,100,100,0,100,580,579,North
1,4,4,6,6,6,6,5,3,-1,-2,North
1,5,4,6,6,6,6,5,2,-2,-3,North
1,6,4,6,6,6,6,5,1,-3,96,North
1,7,4,4,4,4,4,4,2,96,95,North
2,7,4,3,3,4,4,4,3,95,94,East
3,7,3,100,100,3,3,4,2,294,293,East
3,8,3,100,100,3,3,4,1,293,392,North
3,9,3,100,100,1,1,3,2,392,791,North
3,10,1,100,100,100,100,3,3,791,790,North
3,9,1,100,100,100,100,3,2,790,789,South
3,8,1,100,100,100,100,3,3,789,788,South
3,7,1,100,100,100,100,3,2,788,787,South
4,7,1,100,100,100,100,3,3,787,786,East
5,7,1,100,100,100,100,3,4,786,785,East
6,7,1,100,100,100,100,3,5,785,784,East
6,6,1,100,100,100,100,3,4,784,783,South
6,5,1,100,100,100,100,3,3,783,782,South
7,5,1,100,100,100,100,3,4,782,981,East
13,10,4,15,15,18,18,0,100,-1,-2,East
13,9,4,15,15,19,19,0,100,-2,-3,South
13,8,4,15,15,20,20,0,100,-3,-4,South
14,8,4,14,14,18,18,0,100,-4,195,East
14,7,3,100,100,18,18,0,100,195,194,South
14,6,3,100,100,19,19,0,100,194,193,South
14,5,3,100,100,19,19,0,100,193,192,South
14,4,3,100,100,20,20,0,100,192,191,South
14,3,3,100,100,22,22,0,100,191,190,South
13,3,3,100,100,22,22,0,100,190,189,West
12,3,3,100,100,23,23,0,100,189,188,West
11,3,3,100,100,25,25,0,100,188,187,West
10,3,3,100,100,25,25,0,100,187,186,West
9,3,3,100,100,24,24,0,100,186,185,West
8,3,3,100,100,24,24,0,100,185,184,West
8,4,3,100,100,22,22,0,100,184,183,North
8,5,3,100,100,22,22,0,100,183,182,North
8,6,3,100,100,20,20,0,100,182,381,North
7,6,2,100,100,100,100,0,100,381,380,West
6,6,2,100,100,100,100,0,100,380,379,West
5,6,2,100,100,100,100,0,100,379,378,West
4,6,2,100,100,100,100,0,100,378,377,West
4,7,2,100,100,100,100,0,100,377,376,North
4,8,2,100,100,100,100,0,100,376,375,North
4,9,2,100,100,100,100,0,100,375,374,North
4,10,2,100,100,100,100,0,100,374,373,North
3,10,2,100,100,100,100,0,100,373,372,West
3,11,2,100,100,100,100,0,100,372,371,North
3,12,2,100,100,100,100,0,100,371,370,North
3,13,2,100,100,100,100,0,100,370,369,North
3,14,2,100,100,100,100,0,100,369,368,North
4,14,2,100,100,100,100,0,100,368,367,East
5,14,2,100,100,100,100,0,100,367,366,East
6,14,2,100,100,100,100,0,100,366,365,East
7,14,2,100,100,100,100,0,100,365,364,East
8,14,2,100,100,100,100,0,100,364,363,East
8,13,2,100,100,100,100,0,100,363,362,South
8,12,2,100,100,100,100,0,100,362,361,South
8,13,2,100,100,100,100,0,100,361,360,North
9,13,2,100,100,100,100,0,100,360,359,East
10,13,2,100,100,100,100,0,100,359,358,East
13,10,4,15,15,17,17,0,100,-1,-2,East
13,9,4,15,15,17,17,0,100,-2,-3,South
13,8,4,15,15,19,19,0,100,-3,-4,South
14,8,4,15,15,18,18,0,100,-4,-5,East
14,7,4,14,14,20,20,0,100,-5,-6,South
14,6,4,12,12,20,20,0,100,-6,-7,South
14,5,4,10,10,22,22,0,100,-7,192,South
13,5,3,100,100,22,22,0,100,192,191,West
13,4,3,100,100,24,24,0,100,191,190,South
13,3,3,100,100,24,24,0,100,190,189,South
12,3,3,100,100,26,26,0,100,189,188,West
11,3,3,100,100,27,27,0,100,188,187,West
10,3,3,100,100,28,28,0,100,187,186,West
9,3,3,100,100,27,27,0,100,186,185,West
8,3,3,100,100,26,26,0,100,185,184,West
8,4,3,100,100,24,24,0,100,184,183,North
7,4,3,100,100,24,24,0,100,183,382,West
6,4,2,100,100,100,100,0,100,382,381,West
6,5,2,100,100,100,100,0,100,381,380,North
6,6,2,100,100,100,100,0,100,380,379,North
5,6,2,100,100,100,100,0,100,379,378,West
4,6,2,100,100,100,100,0,100,378,377,West
4,7,2,100,100,100,100,0,100,377,376,North
4,8,2,100,100,100,100,0,100,376,375,North
4,9,2,100,100,100,100,0,100,375,374,North
4,10,2,100,100,100,100,0,100,374,373,North
3,10,2,100,100,100,100,0,100,373,372,West
3,11,2,100,100,100,100,0,100,372,371,North
3,12,2,100,100,100,100,0,100,371,370,North
3,13,2,100,100,100,100,0,100,370,369,North
3,14,2,100,100,100,100,0,100,369,368,North
4,14,2,100,100,100,100,0,100,368,367,East
5,14,2,100,100,100,100,0,100,367,366,East
6,14,2,100,100,100,100,0,100,366,365,East
7,14,2,100,100,100,100,0,100,365,364,East
8,14,2,100,100,100,100,0,100,364,363,East
8,13,2,100,100,100,100,0,100,363,562,South
